EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
83909,2008,FORD,ECONOLINE,PASSENGER VAN,DPR,"7,220.00",11/21/2018,BIDADOO ONLINE AUCTION,1FBNE31L08DB13280,VAN
88042,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,"9,401.00",08/03/2016,BIDADOO ONLINE AUCTION,4FMUS11158R006402,CHIPPER
83198,2008,FORD,F350,PICKUP SERVICE BODY 2WD,SPD,"6,500.00",06/23/2017,MURPHYS AUCTION,1FDSW34R88EE41919,TRUCK - LIGHT
87213,2008,BRUSH BANDIT,95XP,CHIPPER - 9 IN,SDOT,"13,600.00",09/28/2016,BIDADOO ONLINE AUCTION,4FMUS15178R006024,CHIPPER
88046,2008,BRUSH BANDIT,250XP,CHIPPER - 12 IN,SDOT,"23,000.00",10/21/2016,MURPHYS AUCTION,4FMUS16158R023130,CHIPPER
31805,2013,FORD,POLICE INTERCEPTOR SEDAN,PATROL CAR SEDAN AWD - SPD TEST 1,SPD,10.00,12/27/2018,MURPHYS AUCTION,1FAHP2M83DG110523,SEDAN - PATROL
31806,2013,FORD,POLICE INTERCEPTOR UTILITY,PATROL UTILITY 4WD - SPD TEST 2,SPD,"10,507.00",02/28/2018,BIDADOO ONLINE AUCTION,1FM5K8AR1DGA31505,SUV - PATROL
7007,1985,ZAMBONI,500,ICE RESURFACER,CEN,"4,450.00",10/05/2018,BIDADOO ONLINE AUCTION,UNK7007,ZAMBONI
89167,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,275.00",03/16/2016,BIDADOO ONLINE AUCTION,2FAHP71VX8X148841,SEDAN - PATROL
97307,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,385.00,10/30/2018,MURPHYS AUCTION,2090601E1TMBA01668,PERSONAL MOBILITY DEVICE - ELE
83888,2008,FORD,F150,PICKUP,DPR,"4,750.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTRX12W68KE39360,TRUCK - LIGHT
97308,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,"1,575.00",09/04/2018,BIDADOO ONLINE AUCTION,290501E1TMBA01642,PERSONAL MOBILITY DEVICE - ELE
83433,2008,FORD,F150,PICKUP,DPR,"5,500.00",12/27/2018,MURPHYS AUCTION,1FTRX12W88KE39361,TRUCK - LIGHT
73021,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN - ELECTRICIAN,FAS,"4,100.00",11/21/2018,BIDADOO ONLINE AUCTION,1D4GP23E17B251401,VAN - MINIVAN
73209,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SPL,"2,750.00",11/14/2019,MURPHYS AUCTION,1D4GP23E77B251399,VAN - MINIVAN
87023,2008,SMITHCO,SWEEPSTAR 60,YARD SWEEPER - SELF PROPELLED,CEN,"6,566.60",02/03/2016,BIDADOO ONLINE AUCTION,D2091,SWEEPER - YARD
84683,2008,FORD,F450,PICKUP - DUMPING FLATBED - CRANE,SPU,0.00,02/20/2020,MURPHYS AUCTION,1FDXX46R58EE29524,TRUCK - DUMPING FLATBED
93617,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SDOT,"5,425.00",11/20/2019,BIDADOO ONLINE AUCTION,1FMCU49329KA71302,SUV - SML - HYBRID
93605,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,FAS,"6,250.00",03/13/2020,MURPHYS AUCTION,1FMCU59339KA71315,SUV - SML - HYBRID
80428,2008,FORD,E450,MEDIC AID VAN NEW BODY,SFD,"5,546.00",02/22/2016,MURPHYS AUCTION,1FDXE45P68DA77050,MEDIC UNIT
83867,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,"12,350.00",08/20/2019,BIDADOO ONLINE AUCTION,1FDSE35L18DA46113,VAN
74542,2007,DODGE,GRAND CARAVAN,MINIVAN PASSENGER,SPU,"4,845.00",06/09/2020,BIDADOO ONLINE AUCTION,1D4GP24E67B251392,VAN - MINIVAN
94748,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,750.00",04/16/2020,BIDADOO ONLINE AUCTION,1FMCU59379KA71320,SUV - SML - HYBRID
43972,2004,FREIGHTLINER,SPRINTER P2500SHC,PASSENGER VAN - WHEELCHAIR LIFT,DPR,"12,105.56",02/25/2016,BIDADOO ONLINE AUCTION,WD5PD743345629195,VAN
80477,2008,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,"5,115.00",07/15/2020,BIDADOO ONLINE AUCTION,2G1WS583681274554,SEDAN - MED
31385,2011,FORD,F350,PICKUP 2WD SUPER CAB CRANE,SPU,"7,350.00",09/01/2017,MURPHYS AUCTION,1FD8X3GT6BEC47783,TRUCK - LIGHT
97309,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,"2,650.00",04/06/2016,BIDADOO ONLINE AUCTION,2090501E1TMBA01632,PERSONAL MOBILITY DEVICE - ELE
99203,2009,FORD,ESCAPE HYBRID,PEO COMPACT SUV - HYBRID - 4X4,SPD,"3,633.00",03/13/2020,MURPHYS AUCTION,1FMCU59389KA71312,SUV - SML - HYBRID
94760,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,765.00",04/16/2020,BIDADOO ONLINE AUCTION,1FMCU59339KA71332,SUV - SML - HYBRID
84684,2008,FORD,F450,PICKUP - DUMPING FLATBED - CLASS 4,SPU,0.00,02/20/2020,MURPHYS AUCTION,1FDXX46R78EE29525,TRUCK - DUMPING FLATBED
89168,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,570.00",01/28/2016,BIDADOO ONLINE AUCTION,2FAHP71V18X148842,SEDAN - PATROL
94752,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,850.00",03/13/2020,MURPHYS AUCTION,1FMCU59349KA71324,SUV - SML - HYBRID
94753,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,300.00",04/16/2020,BIDADOO ONLINE AUCTION,1FMCU59369KA71325,SUV - SML - HYBRID
94754,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"6,508.00",06/09/2020,BIDADOO ONLINE AUCTION,1FMCU59389KA71326,SUV - SML - HYBRID
94755,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,750.00",03/13/2020,MURPHYS AUCTION,1FMCU593X9KA71327,SUV - SML - HYBRID
83656,2008,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,"20,600.00",05/17/2019,BIDADOO ONLINE AUCTION,1FDXX46R38EE29523,TRUCK - DUMP TRUCK
90487,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,"5,210.00",06/29/2017,BIDADOO ONLINE AUCTION,4T1BB46K29U070135,SEDAN - MED - HYBRID
94756,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,900.00",03/13/2020,MURPHYS AUCTION,1FMCU59319KA71328,SUV - SML - HYBRID
85428,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,"4,600.00",08/18/2016,MURPHYS AUCTION,1FDXE45P38DB39438,MEDIC UNIT
84722,2008,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,"16,350.00",10/25/2017,MURPHYS AUCTION,1FDXF46Y18EB35256,TRUCK - HEAVY
E1504,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,"1,525.00",09/17/2019,BIDADOO ONLINE AUCTION,521070705,TRAILER - MESSAGE BOARD
90488,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,"6,750.00",07/18/2019,BIDADOO ONLINE AUCTION,4T1BB46K09U072563,SEDAN - MED - HYBRID
90489,2009,TOYOTA,CAMRY,SEDAN MIDSIZE - HYBRID,SPD,"5,000.00",08/07/2019,BIDADOO ONLINE AUCTION,4T1BB46K29U072807,SEDAN - MED - HYBRID
E1505,2005,SOLAR TECH,SILENT SENTINEL,TRAILER MOUNTED MESSAGE BOARD - SOLAR,SDOT,"1,550.00",10/28/2019,BIDADOO ONLINE AUCTION,4GM1A091651,TRAILER - MESSAGE BOARD
94757,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"6,200.00",03/13/2020,MURPHYS AUCTION,1FMCU59339KA71329,SUV - SML - HYBRID
94761,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"4,200.00",03/13/2020,MURPHYS AUCTION,1FMCU59359KA71333,SUV - SML - HYBRID
88040,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,"10,100.00",09/28/2016,BIDADOO ONLINE AUCTION,4FMUS1118R006400,CHIPPER
93480,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,"4,825.00",11/14/2019,MURPHYS AUCTION,1FMCU59309KA71305,SUV - SML - HYBRID
84737,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"3,750.00",06/09/2020,BIDADOO ONLINE AUCTION,1FMCU59H58KA50556,SUV - SML - HYBRID
88041,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,"11,101.00",09/15/2016,BIDADOO ONLINE AUCTION,4FMUS11168R006392,CHIPPER
47121,2004,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,"12,850.00",05/02/2018,MURPHYS AUCTION,580906A,FORKLIFT
83850,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,"12,221.00",06/27/2019,BIDADOO ONLINE AUCTION,1FDSE35L38DA46114,VAN
63408,2006,FORD,F250,PICKUP,DPR,"5,000.00",06/23/2017,MURPHYS AUCTION,1FTSX20516EB69189,TRUCK - LIGHT
94749,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"4,800.00",03/13/2020,MURPHYS AUCTION,1FMCU59399KA71321,SUV - SML - HYBRID
63709,2006,FORD,F250,PICKUP,DPR,"11,100.00",09/01/2017,MURPHYS AUCTION,1FTSX205X6EB69188,TRUCK - LIGHT
31387,2011,FORD,F450,EMERGENCY TRUCK,SDOT,"26,750.00",05/03/2019,MURPHYS AUCTION,1FD0X4HT1BEA91606,TRUCK - HEAVY
93883,2009,FORD,E350,CUTAWAY VAN - SPARTAN BODY,FAS,"20,199.00",05/02/2018,BIDADOO ONLINE AUCTION,1FDWE35L58DA00690,VAN
94762,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,800.00",06/09/2020,BIDADOO ONLINE AUCTION,1FMCU59379KA71334,SUV - SML - HYBRID
94763,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"6,650.00",06/09/2020,BIDADOO ONLINE AUCTION,1FMCU59399KA71335,SUV - SML - HYBRID
P5920,1986,PERRY,TRAILER,TRAILER,DPR,"1,475.00",12/21/2017,MURPHYS AUCTION,PMC19861043,TRAILER
63864,2006,FORD,F250,PICKUP - CREW CAB,DPR,"6,669.00",09/28/2016,BIDADOO ONLINE AUCTION,1FTSW20546EB69772,TRUCK - LIGHT
94750,2009,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"5,950.00",03/13/2020,MURPHYS AUCTION,1FMCU59309KA71322,SUV - SML - HYBRID
31976,2012,EAGLE,TRAILER,TRAILER FLATBED UTILITY,SPU,550.00,04/26/2019,BIDADOO ONLINE AUCTION,184BU0813BC010256,TRAILER
83362,2008,GMC,W5500HD,TRUCK - MOVING - CLASS 6,DPR,"21,000.00",12/21/2017,MURPHYS AUCTION,J8DE5W16087300667,TRUCK - HEAVY
85155,2008,JOHN DEERE,6430,TRACTOR,DPR,"60,250.00",05/03/2019,MURPHYS AUCTION,L06430H580316,TRACTOR
965690,1996,FREIGHTLINER,FL70,TRUCK - AERIAL LIFT PLATFORM - CLASS 8,SDOT,"6,900.00",03/30/2016,BIDADOO ONLINE AUCTION,1FV6HJBB0VH838713,TRUCK - AERIAL - PLATFORM
87607,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"6,052.00",06/01/2016,BIDADOO ONLINE AUCTION,1HD1FHM198Y684725,MOTORCYCLE - PATROL
93262,2009,FORD,F350,PICKUP - ANIMAL CONTROL BODY - RWD,FAS,"10,700.00",09/04/2018,BIDADOO ONLINE AUCTION,1FDSF34R19EA01199,TRUCK - LIGHT
90481,2009,TOYOTA,CAMRY,SEDAN MIDSIZE HYBRID,SPD,"7,900.00",07/18/2019,BIDADOO ONLINE AUCTION,4T1BB46K49U074008,SEDAN - MED - HYBRID
99247,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,"3,050.00",09/28/2016,BIDADOO ONLINE AUCTION,2FAHP71V69X143623,SEDAN - PATROL
83460,2008,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - CREW CAB - 4X4,SPU,"9,900.00",06/09/2020,BIDADOO ONLINE AUCTION,1GCDT33E988209185,TRUCK - LIGHT
83588,2008,FORD,F250,PICKUP - CREW CAB,SDOT,"11,601.00",02/28/2018,BIDADOO ONLINE AUCTION,1FTSW20R78EE22752,TRUCK - LIGHT
83858,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,"16,200.00",06/27/2019,BIDADOO ONLINE AUCTION,1FDSE35L88DA46111,VAN
99249,2009,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,"1,800.00",05/24/2016,BIDADOO ONLINE AUCTION,2FAHP71V79X143629,SEDAN - PATROL
955405,1995,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,"6,000.00",03/29/2018,BIDADOO ONLINE AUCTION,4ENRAAA85S1004878,FIRE - PUMPER
955406,1995,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,"7,500.00",10/28/2016,OTHER SURPLUS METHOD,4ENRAAA83S1004877,FIRE - PUMPER
81252,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"5,100.00",09/17/2019,BIDADOO ONLINE AUCTION,JTDKB20U087704736,SEDAN - SML - HYBRID
81206,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,"7,500.00",10/05/2018,BIDADOO ONLINE AUCTION,JTDKB20UX83415614,SEDAN - SML - HYBRID
31481,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,"3,150.00",09/21/2016,BIDADOO ONLINE AUCTION,2FABP7BV0AX121772,SEDAN - PATROL
957007,1995,ZAMBONI,500,ICE RESURFACER,CEN,"8,600.00",10/05/2018,BIDADOO ONLINE AUCTION,5354,ZAMBONI
957152,1995,HYPAC,C530A,ROLLER - 11 TON PNEUMATIC,SDOT,"3,550.00",07/02/2019,MURPHYS AUCTION,A091C4273R,ROLLER
99251,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,"2,000.00",03/13/2020,MURPHYS AUCTION,2FAHP71V89X143624,SEDAN - PATROL
94606,2009,FORD,F350,PICKUP 2WD,SPU,"10,050.00",06/09/2020,BIDADOO ONLINE AUCTION,1FTWX30R99EA12461,TRUCK - LIGHT
94604,2009,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,"4,575.00",10/25/2017,MURPHYS AUCTION,1FDWX31R19EA14392,TRUCK - LIGHT
81210,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,"5,100.00",12/27/2018,MURPHYS AUCTION,JTDKB20U183311061,SEDAN - SML - HYBRID
96585,2009,WELLS CARGO,CW1422-102,TRAILER - ENCLOSED,SPU,"3,101.00",05/12/2020,BIDADOO ONLINE AUCTION,1WC200F2794071913,TRAILER
87602,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"4,751.00",06/29/2016,BIDADOO ONLINE AUCTION,1HD1FHM1X8Y684605,MOTORCYCLE - PATROL
84545,2008,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - CREW CAB - 4X4,SPU,"7,300.00",03/06/2019,BIDADOO ONLINE AUCTION,1GCDT33E888208044,TRUCK - LIGHT
83053,2008,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,FAS,"6,850.00",07/15/2020,BIDADOO ONLINE AUCTION,1GCDT19E988209635,TRUCK - LIGHT
84745,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,"7,825.00",05/02/2019,BIDADOO ONLINE AUCTION,1FMCU59H38KD33845,SUV - SML - HYBRID
81456,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,FAS,"7,700.00",09/04/2018,BIDADOO ONLINE AUCTION,JTDKB20U983412798,SEDAN - SML - HYBRID
957218,1995,YALE,GLP0308F,FORKLIFT - 3000 LB LIFT,CEN,"5,000.00",08/28/2017,BIDADOO ONLINE AUCTION,N596740,FORKLIFT
87610,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"6,451.00",05/24/2016,BIDADOO ONLINE AUCTION,1HD1FHM118Y684279,MOTORCYCLE - PATROL
83392,2008,FORD,F350,PICKUP - WITH LIFTGATE,DPR,"11,201.01",04/19/2016,BIDADOO ONLINE AUCTION,1FTWX30R18EE22749,TRUCK - LIGHT
83876,2008,FORD,F250,PICKUP - DUMPING FLATBED,DPR,"9,700.00",12/27/2018,MURPHYS AUCTION,1FDSF20R48EE31291,TRUCK - LIGHT
965409,1996,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,"7,500.00",02/02/2017,OTHER SURPLUS METHOD,4ENRAAA81T1006208,FIRE - PUMPER
81025,2008,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,"4,600.00",11/14/2019,MURPHYS AUCTION,JTDKB20U387778099,SEDAN - SML - HYBRID
97622,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"5,900.00",04/13/2016,BIDADOO ONLINE AUCTION,1HD1FHM129Y648862,MOTORCYCLE - PATROL
94551,2009,FORD,F250,PICKUP,SPU,"10,700.00",08/06/2020,BIDADOO ONLINE AUCTION,1FTSX21RX9EA10449,TRUCK - LIGHT
92913,2009,TOYOTA,CAMRY,SEDAN MIDSIZE HYBRID,FAS,"5,200.00",12/13/2018,BIDADOO ONLINE AUCTION,4T1BB46K89U065926,SEDAN - MED - HYBRID
83963,2008,FORD,F250,PICKUP - CREW CAB,DPR,"10,250.00",10/21/2016,MURPHYS AUCTION,1FTSW20R28EE31293,TRUCK - LIGHT
83964,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,"15,600.00",07/18/2019,BIDADOO ONLINE AUCTION,1FDSE35L58DA46115,VAN
81194,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,"5,200.00",04/11/2019,BIDADOO ONLINE AUCTION,JTDKB20U687778095,SEDAN - SML - HYBRID
81190,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,"6,600.00",12/13/2018,BIDADOO ONLINE AUCTION,JTDKB20U487778564,SEDAN - SML - HYBRID
87604,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"4,494.00",07/13/2016,BIDADOO ONLINE AUCTION,1HD1FHM148Y679884,MOTORCYCLE - PATROL
83276,2008,FORD,F150,PICKUP,DPR,"6,050.00",03/28/2019,BIDADOO ONLINE AUCTION,1FTVX12518KE39367,TRUCK - LIGHT
955340,1995,SIMON,QS-100,AERIAL - REAR MOUNT,SFD,"3,100.00",10/25/2017,MURPHYS AUCTION,1S91F74VXR1020126,FIRE - LADDER TRUCK
955341,1995,SIMON,QS-100,AERIAL - REAR MOUNT,SFD,"8,600.00",03/03/2017,BIDADOO ONLINE AUCTION,1S91F74V1R1020127,FIRE - LADDER TRUCK
955348,1995,FORD,CF8000,TRUCK - FLATBED - CLASS 7,SFD,"6,600.00",02/15/2018,BIDADOO ONLINE AUCTION,1FDYH81E9SVA64186,TRUCK - FLATBED
85324,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,"4,600.00",08/18/2016,MURPHYS AUCTION,1FDXE45P78DA73282,MEDIC UNIT
81870,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,"5,868.00",03/28/2019,BIDADOO ONLINE AUCTION,JTDKB20U083318101,SEDAN - SML - HYBRID
81031,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,"7,400.00",07/02/2019,MURPHYS AUCTION,JTDKB20UX87778097,SEDAN - SML - HYBRID
87605,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,"5,500.00",06/07/2016,BIDADOO ONLINE AUCTION,1HD1FHM118Y684119,MOTORCYCLE - PATROL
83305,2008,FORD,F350,PICKUP - DUMPING FLATBED,DPR,"16,805.00",03/06/2019,MURPHYS AUCTION,1FDWX37R78EE31294,TRUCK - LIGHT
967216,1996,VERMEER,1250 T,L/Y   BRUSH CHIPPER - TRAILER MOUNTED,SPU,"10,500.00",12/19/2019,MURPHYS AUCTION,1VRC14132T1005807,CHIPPER
955402,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,"5,669.10",03/01/2016,BIDADOO ONLINE AUCTION,4ENRAAA86S1004873,FIRE - PUMPER
955403,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,"5,555.00",03/01/2016,BIDADOO ONLINE AUCTION,4ENRAAA8XS1004875,FIRE - PUMPER
99232,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,"2,175.00",03/01/2016,BIDADOO ONLINE AUCTION,2FAHP71V99X140232,SEDAN - PATROL
30895,2010,TORO,HDX-D-4WD,UTILITY VEHICLE W/  TRAILER AND BLADE,DPR,"7,725.99",09/01/2017,MURPHYS AUCTION,310000214,UTILITY VEHICLE
32087,2012,TOYOTA,8FGCU25,FORKLIFT,CEN,"14,400.00",03/28/2019,BIDADOO ONLINE AUCTION,44723,FORKLIFT
973743,1997,CHEVROLET,31003,PICKUP - FLATBED - 2WD,SFD,"10,500.00",09/04/2018,BIDADOO ONLINE AUCTION,1GBKC34FXVJ110687,TRUCK - HEAVY
975719,1997,CATERPILLAR,312BL,EXCAVATOR - 13 TON,SDOT,"37,750.00",12/27/2018,MURPHYS AUCTION,8JR00599,EXCAVATOR
978009,1997,INGERSOLL RAND,P185WJD,AIR COMPRESSOR - TRAILER MOUNTED,DPR,"4,355.00",04/26/2016,MURPHYS AUCTION,285779UBI221,COMPRESSOR
83589,2008,FORD,F250,PICKUP - CREW CAB,SDOT,"12,702.00",02/28/2018,BIDADOO ONLINE AUCTION,1FTSW20R98EE22753,TRUCK - LIGHT
83534,2008,FORD,F350,PICKUP - SERVICE BODY,SDOT,"8,500.00",07/02/2019,MURPHYS AUCTION,1FDSX34R48EE22751,TRUCK - LIGHT
975881,1997,FREIGHTLINER,FL70,TRUCK - DUMP - CLASS 7 TRAINING,SPD,"12,850.00",09/04/2018,BIDADOO ONLINE AUCTION,1FV6HJAA8WH8068000,TRUCK - DUMP TRUCK
43851,2004,FORD,F350,PICKUP - CREW CAB,DPR,"8,588.00",06/29/2016,BIDADOO ONLINE AUCTION,1FTWW32S14ED47774,TRUCK - LIGHT
68175,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,"15,000.00",03/03/2017,BIDADOO ONLINE AUCTION,52566,TRACTOR - LOADER
30935,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,375.00",05/02/2018,MURPHYS AUCTION,2W9MPH6139S044164,SCOOTER
30938,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,"2,700.00",12/12/2017,BIDADOO ONLINE AUCTION,2W9MPH6199S044167,SCOOTER
47150,2004,CHERRINGTON,BEACH CLEANER,BEACH CLEANER/SANDSIFTER 5000,DPR,"6,200.00",09/03/2019,MURPHYS AUCTION,503A445,SIFTER - SAND
68177,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,"15,100.00",03/03/2017,BIDADOO ONLINE AUCTION,52544,TRACTOR - LOADER
68181,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,"16,500.00",02/01/2017,BIDADOO ONLINE AUCTION,52546,TRACTOR - LOADER
46402,2004,MACK,CV713,TRUCK - 12 YD DUMP - OFFROAD - CLASS 8,SPU,"62,500.00",06/22/2017,MURPHYS AUCTION,1M2AG10C44M012209,TRUCK - DUMP TRUCK
E1264,1992,WANCO,TRAFFICDIRECTOR,TRAFFIC CONTROL TRAILER,SDOT,233.50,10/28/2019,BIDADOO ONLINE AUCTION,092592-1,TRAILER
96511,2009,CASE,590M,BACKHOE LOADER - 19500 LB - BREAKER  4X4,SDOT,"22,250.00",10/21/2016,MURPHYS AUCTION,N9C529546,LOADER - BACKHOE
68188,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,"16,600.00",03/31/2017,BIDADOO ONLINE AUCTION,52547,TRACTOR - LOADER
71686,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,"6,300.00",05/02/2019,BIDADOO ONLINE AUCTION,JTDKB20U477643938,SEDAN - SML - HYBRID
71912,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDCI,"7,356.00",03/28/2019,BIDADOO ONLINE AUCTION,JTDKB20U577643222,SEDAN - SML - HYBRID
73699,2007,FORD,RANGER,COMPACT PICKUP,SDOT,"6,250.00",01/25/2019,BIDADOO ONLINE AUCTION,1FTZR14U07PA86668,TRUCK - LIGHT
45559,2004,PETERBILT,330,TRUCK DUMP SANDER PLOW,SDOT,"37,500.00",09/01/2017,MURPHYS AUCTION,2NPNHD6X64M833331,TRUCK - DUMP TRUCK
45567,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,"36,350.00",08/21/2017,BIDADOO ONLINE AUCTION,2NPNHD6X84M833332,TRUCK - DUMP TRUCK
E165432,1999,WHITCO,TT250,TRAILER - WATER,SDOT,610.00,09/17/2019,BIDADOO ONLINE AUCTION,1P9TA0811XX217027,TRAILER
68090,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,"20,000.00",02/01/2017,BIDADOO ONLINE AUCTION,39392,TRACTOR - LOADER
68176,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,"21,300.00",03/31/2017,BIDADOO ONLINE AUCTION,39369,TRACTOR - LOADER
71470,2007,FORD,RANGER,COMPACT PICKUP,SDOT,"6,200.00",03/06/2019,BIDADOO ONLINE AUCTION,1FTZR14U97PA86670,TRUCK - LIGHT
35576,2003,PETERBILT,330,TRUCK DUMP SANDER PLOW CLASS 8,SDOT,"31,100.00",06/29/2017,BIDADOO ONLINE AUCTION,2NPNHD8XX3M808086,TRUCK - DUMP TRUCK
30925,2010,FORD,TRANSIT CONNECT,MINIVAN CARGO,DPR,"7,250.00",09/01/2017,MURPHYS AUCTION,NM0LS6BN3AT041609,VAN - MINIVAN
43649,2004,FORD,F550,TRUCK FLATBED PLOW SANDER,SDOT,"11,250.00",10/21/2016,MURPHYS AUCTION,1FDAF57P24EC39850,TRUCK - FLATBED
43640,2004,FORD,F550,TRUCK FLATBED SANDER PLOW,SDOT,"14,400.00",03/01/2016,BIDADOO ONLINE AUCTION,1FDAF57P64EC39849,TRUCK - HEAVY
