ID,Contract Number,Program Area,Award Year,Project Title,Organization Name,Project Description,Awarded Amount,Pledged Match Amount,Seattle Electoral District,Neighborhood District
4695,S08021,Small and Simple Projects Fund,2008,World Café for Rainbow Bookfest,Ethnic Heritage Council,"The Rainbow Bookfest will organize a ""World Café"" event that features local authors of color, publishers, educators, librarians and bookstores to redefine strategies to promote multicultural literacy and student achievement.

Outcomes include:  World Café workshop to support and celebrate local authors of color by connecting writers, readers, librarians, educators, diverse communities, booksellers and publishers.  Increased multicultural literacy for community and especially youth.","4,576","13,419",,Southeast
4688,S08015,Small and Simple Projects Fund,2008,Crown Hill Pedestrian Planning,Groundswell Northwest,"The Crown Hill community will work together to identify concerns and document ideas for specific, achievable steps toward the creation of a walkable culture in Crown Hill. Through this process, the group will work to  address safety issues, enhancing the neighborhood's natural and artistic character, and generate opportunities for neighbors to literally build community together.","15,000","7,980",,Ballard
4687,S08014,Small and Simple Projects Fund,2008,John Stanford International School Playground Renovation,John Stanford International School PTSA,Funds will be used to hire a landscape architect to develop a site plan and playground renovation design at John Stanford International School.  The landscape architect will facilitate a public input and design process through a series of public meetings.,"15,000","10,450",,Lake Union
4686,S08013,Small and Simple Projects Fund,2008,Imagine Capitol Hill,Sustainable Capitol Hill,"""Imagine Capitol Hill"" will debut this summer as a one-day street fair designed to unite Capitol Hill around local sustainability and environmental issues.  It will spotlight local businesses, musicians, artists, and educators, enabling residents and the larger Seattle community to engage in interactive, educational activities.","15,000","15,000",,East
4685,S08012,Small and Simple Projects Fund,2008,Youngstown Community Open House,Delridge Neighborhoods Development Association,"The Youngstown Community Open House will be a festive, family-oriented celebration held at the Youngstown Cultural Arts Center in the Delridge.  The residents of Youngstown's Cooper Artist Housing will open their doors to the community and highlight their studios and artwork.  Performances will take place in Youngstown's theater and movement studio and tenant organizations will share examples of their community building and arts education work.","7,500","5,500",,Delridge
4684,S08011,Small and Simple Projects Fund,2008,Southwest Community Harvest,White Center Food Bank,"Delridge-area residents will work together to harvest surplus produce from residential trees and gardens and distribute this fresh local, organic produce to food banks, senior centers, and schools in the neighborhood.  Southwest Community Harvest will also offer community workshops on preserving produce and fruit tree care.","6,820","4,820",,Southwest
4683,S08010,Small and Simple Projects Fund,2008,Computers 101,Consejo Counseling & Referral Services,Consejo Counseling and Referral Services will organize an afterschool program that will  serve high risk youth in the South Park community. The studens will learn computer skill and web design at the same time that participate in field trips in the City of Seattle.,"15,000","12,105",,Greater Duwamish
4681,S08008,Small and Simple Projects Fund,2008,Fuel Free Routes to School,Magnolia CoolMoms,"Fuel Free Routes to School is taking local action to mitigate global climate change by helping Catherine Blaine and Lawton Elementary Schools implement and popularize walking school bus programs, hopefully decreasing the number of students who are being driven to school.","13,145","24,300",,Magnolia/QA
4680,S08007,Small and Simple Projects Fund,2008,West Seattle Elementary School Preschool Playground,Seattle Works,Community members surrounding West Seattle Elementary will create a new playground suitable for preschool-aged school and neighborhood children and their families.  It will be an opportunity to engage families from the merged High Point Elementary and Fairmount Park Elementary schools.,"14,265","36,000",,Delridge
4679,S08006,Small and Simple Projects Fund,2008,Colman Park Restoration Dose Trail Extension,Mount Baker Community Club,"The Friends of Colman Park project will  construct a new 660 linear foot trail to provide access for forest restoration, ongoing maintenance and recreational opportunities for the adjacent community.  Community volunteers will remove invasive plants, construct a crushed rock trail and plant native trees, understory shrubs and ground covers.

Outcomes include:  Increased pedestrian access into the park.

Provide forested links to Lake Washington and nearby parks.

A long-neglected urban forest will be restored creating wildlife habitat.

Strong community building ties increased among the community and neighbors.

Access into Colman Park at Dose Steps.","14,374","20,117",,Southeast
4678,S08005,Small and Simple Projects Fund,2008,Latino Cultural Magazine,Delridge Neighborhoods Development Association,"The Latino Cultural Magazine will highlight local Latino emerging artists. A community foum will be held where professional Latino can explain their creative process and share practical tips and ideas for emerging artists. In addition, a Spanish creative writing contest will be sponsored for Middle and High School students in Seattle.","15,000","7,500",,Greater Duwamish
4677,S08004,Small and Simple Projects Fund,2008,Madison Middle School Reader Board,Madison Middle School PTSA,"The Madison Middle School PTA's will install an electronic reader board on the newly renovated gym at Madison Middle School, to publicize school and community events that will improve the communications with all families at the school and the surrounding neighborhood.

Outcomes:

Purchase and installation of an Electronic Reader Board.

Monthly Committee Meetings.

Celebration to end the project and thank the volunteers.","15,000","18,425",,Southwest
4674,S08003,Small and Simple Projects Fund,2008,Fauntleroy Documentary,Fauntleroy Centennial Group,"The Fountleroy Cenntenial Group will produce, and present a 30-minute documentary that captures the historic events, people, and places that shaped the Fauntleroy neighborhood, profile what it is today, and explore the challenges of retaining and nurturing community in an increasingly urbanized city.

Outcomes:

Story research, script writing, and conduct interviews of community members.

Photo scanning, cataloguing of existing and new footage of historic events in the Fauntleroy neighborhood.

Production and distribution of DVD 

Screening of DVD and celebration","15,000","18,925",,Southwest
4673,S08002,Small and Simple Projects Fund,2008,Georgetown Website - all inclusive,Georgetown Merchants Association,"The Georgetown Merchants Association will create a Georgetown website that serves a multitude of needs and represents as many community groups as possible.  The site will be an all inclusive neighborhood web site that provides portals/information about everything from arts to advocacy, history to current events.

Outcomes include:

Create and design the layout of a site that will consist of a walking virtual map of Georgetown, a community calendar for the residential and neighborhood events, business and links to other websites of interest that will serve as a central resource for the business and community of the Georgetown neighborhood.

Organize committees to work on the different components of the website.

Hire a consultant to develop the website.","13,325","8,725",,Greater Duwamish
4654,O08001,Outreach,2008,The Fauntleroy Community Association Outreach Program,Fauntleroy Community Association,"The Fauntleroy Community Association’s goal is to increase the membership of the organization and provide information about issues relevant to the neighborhood as well as the organization to new and long-term residents that may not be aware of the organization.  The project is to produce, print and mail the newsletter with a calendar of activities that will be distributed to the community in 2008.  The group will hold a community meeting in March 2008 and expects that the attendance will increase as a result of the interest created by the newsletter.",750,810,,Southwest
4653,O07028,Outreach,2007,Hillman City Business Association Leadership Development,Seattle Neighborhood Group,"The recently formed Hillman City Business Association (HCBA) is seeking new leadership.  Since it’s inception in March of 2006 it has grown to over 30 members and has sponsored several successful events.  However, it has been difficult to organize, develop and coordinate all operations of the organization and still find time to develop new leaders.  The continued success and growth of the organization depends on being able to grow leadership among those who have become involved.  



To encourage new leadership, HCBA is planning three events for 2008; a Time Capsule Project Party in cooperation with the Rainier Valley Historical Society in January; the Second Annual Town Hall Meeting in February; and Spring Clean in April.  Specific materials will be developed asking individuals to become officers or take other key leadership roles.  Membership packets will be created and distributed prior to and at each event.  Outreach for these events will include a mailing to over 200 members, residents, business owners, property owners and other community contacts and distributing flyers door-to-door.  The focus of the 2008 Town Hall Meeting will be growing leadership.  These activities will provide a great opportunity to showcase the achievements of the HCBA and are a great buildup to the elections planned for May of 2008.",750,750,,Southeast
4652,O07027,Outreach,2007,Madison Valley Emergency Preparedness,Madison Valley Neighbors,"This is a community organizing effort to encourage emergency preparedness and neighbor-to-neighbor responsibility among 25-30 households in the 100 and 200 blocks of 30th and 31st Avenue East in Madison Valley.  This area has seen significant urban flooding in the past several years.  The goal is for neighbors to take steps toward personal preparedness and to also develop a plan to respond to and communicate with each other before, during and after a flood or other emergency.  The award will be used to purchase key emergency kit items such as crank radios and to develop a resource directory for the residents.  The directory will list essential phone numbers for reporting public safety issues, City Light and Seattle Public Utility emergencies, or drainage issues, health, active flooding, sewage back ups and other community concerns. It will be printed so that it can be posted in an easy to find household location such as the refrigerator. The campaign also includes door-to-door outreach with Crime Prevention and Office of Emergency Management staff who will distribute an emergency preparedness DVD and other essential information.",750,750,,East
4651,O07026,Small Sparks Fund,2007,46th Avenue SNAPs to it!,Unknown,Organizers want to involve the neighborhood in emergency preparedness in the event of a disaster.,250,450,,Southwest
4650,O07025,Small Sparks Fund,2007,1st Annual Dunlap Community Book Exchange,Unknown,"The Dunlap community will celebrate reading and literacy for all ages by holding a neighborhood book exchange.  Community members will be asked to donate books and magazines.  The literacy program at Dunlap School will also be approached for a contribution.  The family friendly event will be free and open to the entire community.  To encourage the broadest range of participation, information about the event will be translated into five languages.",250,250,,Southeast
4649,O07024,Outreach,2007,Puget Ridge Neighborhood Council Membership Expansion,Delridge Neighborhoods Development Association,"This project will allow the Puget Ridge Neighborhood Council (PRNC) to increase the number of people who care for Vivian McLean Park and other public open green spaces along the Puget Creek, and inspire residents to live more locally by relying on each other more for recreation, friendship, products, and services. (This would not only create more community, it would mean less driving—important for stopping global warming.)  Outreach funds will be used to expand the neighborhood e-mail list, a key means of neighborhood communication, and the general membership list of addresses, and phone numbers.  The council members will establish a Thanksgiving weekend tradition that includes planting native plants in local green spaces, organizing food gatherings, sharing each others cultures and talents, and promoting local goods and services. 

On the Saturday after Thanksgiving, residents will plant native plants in Vivian McLean Park and then have a gathering in the Duwamish Co-housing Common House.  Dinner will be provided.  Local grocery stores will be asked to donate bread, salad makings, pies, and non-alcoholic beverages, and several neighbors will make pots of soup.  Participants may bring a dish to share from their cultural background.  Neighborhood musicians will perform followed by a talent show/cultural sharing (open to anyone in the neighborhood, with sign-ups in advance). There will be displays of neighbors’ arts and crafts.  A bulletin board will be available on which people can post information about Puget-Ridge-based businesses (babysitting, home repair, music instruction, gardening, computer consulting, etc).  The PRNC will ask everyone to sign in with their contact information and, if they wish, any interests or needs they have that they’d like to share with other neighbors, i.e., exercising or playing music together, car-pooling to the store. There will be door prizes and other prizes solicited from nearby establishments (Bubbles Cafe on Delridge Way and the bookstore and nursery at South Seattle Community College) — to help draw attention to other local resources.



PRNC will publicize the event by distributing fliers door-to-door to many of the neighborhood households.  (The fliers will be translated into Vietnamese, Spanish, and hopefully one or two other languages.)  They will also send out several notices on the Puget Ridge e-mail list (which now has about 170 subscribers).   They anticipate that a hundred people will join the PRNC neighborhood e-mail list and/or become more involved in neighborhood activities—block watch meetings, emergency preparedness, Spring Clean and Night Out events, green space restoration, sing-alongs. 



PRNC will buy native plants, provide a stipend for the musicians, and cover other outreach expenses such as, copying, flyers, posters, etc.",750,750,,Delridge
4648,S07168,Small and Simple Projects Fund,2007,SE Seattle MLK international Festival,Vietnamese Community Activity Center,"The Vietnamese Community Activity Center will organize and host a special “high visibility” festival in Southeast Seattle that highlights the diverse local area businesses and communities who were impacted by the construction of the Sound Transit Light Rail project on Martin Luther King Jr. Way.

Outcomes include:  To bring together a broad base of support of businesses, government agencies and community-based organizations.","15,000","12,900",,Southeast
4647,S07167,Small and Simple Projects Fund,2007,NESLL renovation of Dahl Playfield - Field #3,Northeast Seattle Little League (NESLL),"Northeast Seattle Little League (NESLL) will renovate ball field #3 at Dahl Playfield with new fencing and dugout improvements.  The plans for this project have already been approved by the community, and a full set of construction documentation has been prepared under the 2003-2007 Friends of Dahl Playfield Project.  Volunteerism and community participation for this effort has evolved as an extension of the broad-based community support established by Friends of Dahl Playfield.   The enhancements to this field will complete the renovation of all 4 fields at Dahl. 

Outcomes:  1) Increased opportunities for healthy recreational activities for children of all ages; 2)  A well used community resource will be updated and made safer, and 3)  Bonds between families and neighbors will be strengthened.","15,000","24,573",,Northeast
4646,S07166,Small and Simple Projects Fund,2007,Whittier Elementary School Playground Improvement,Whittier Elementary PTSA,"To create safe and engaging play areas, the Whittier PTA wants to connect two woodchip areas to install an additional play feature.  In order to do this, the footprint of the play structure area has to be realigned, the new area excavated and leveled to match the existing play area, a cement retaining wall must be built and matched with the asphalt playground, and a piece of the Sea Serpent art sculpture must be moved.","15,000","27,260",,Ballard
4645,S07165,Small and Simple Projects Fund,2007,Crown Hill Building Architectural Conceptual Drawings,Crown Hill Project Working Group,The Crown Hill project will engage the community in producing the architectural conceptual drawings for the old Crown Hill Elmentary school site.  These drawings will be used as a component of the communication about the development of this project.,"15,000","17,600",,Ballard
4644,S07164,Small and Simple Projects Fund,2007,Broadview Trip Reduction Plan,Broadview Thomson Elementary PTSA,"Broadview Elementary School recently increased from 500 to 700 students.  It is growing into a K-8 School.  Many parents drop off and pick up their kids as they believe this is the only safe thing to do.  There are many other pedestrian generators - the Broadview Library, the Broadview Community Center, retirement homes and churches.  We would like to reduce the number of car trips to the school and increase the number of pedestrians, bicyclists and transit users to the school and nearby pedestrian generators.  Outcomes: Consultant, will analyze results of survey distributed to mulitple community institutions, make recommendations and designs for solutions to barriers to walking, biking, public transit, etc in preparation for future work to construct/implement the suggested solutions.","15,000","18,250",,Northwest
4639,S07159,Small and Simple Projects Fund,2007,East African Emergency Preparedness Group,East African Emergency Preparedness Group,This project will train a core group of trainers throughout the East African community to engage in outreach efforts to prepare the community for earthquakes and other disasters that might occur.,"7,500","4,440",,Southeast
4635,S07155,Small and Simple Projects Fund,2007,Developing a Khmer Summer Cultural and Language School: Phase I,SafeFutures Youth Center,"For decades, the High Point community has been home to hundreds of Cambodian refugees.  The newly formed Khmer Association of New High Point requests support for the planning phase of the Khmer Cultural and Language School.  This school will rejuvenate interest in Cambodian culture and language, building community across generations.","15,000","9,000",,Delridge
4632,S07152,Small and Simple Projects Fund,2007,Chief Sealth Mariachi Suit,Friends of Seattle Mariachi,"The Mariachi Suit Project will outfit the Chief Sealth Mariachi with traditional suits for performances.  The suits are a key component to a larger effort in West Seattle to create a K-12 mariachi education pathway, empowering students to make good decisions about their education and future roles in their community.","15,000","8,100",,Delridge
4631,S07151,Small and Simple Projects Fund,2007,West Seattle Walking Trails,Morgan Community Association,"West Seattle neighborhoods have worked together for three years to identify and map a series of walking trails using street sidewalks, streets with low traffic and no sidewalks, wooded area trails and pathways and rights-of-way and staircases.  The map has not been printed yet.  Feet First will use ArcView to prepare the map for printing.  They have published many walking maps and have map-making expertise.  We seek funds to print the map.  Outcomes: Printing and distribution of a free map of walking routes throughout West Seattle.","3,800","5,000",,Southwest
4629,S07149,Small and Simple Projects Fund,2007,Biodiesel in Your Neighborhood - A Mini-Forum and Community Event,Northwest Biodiesel Network,"Biodiesel in Your Neighborhood educates the public and solicits community input to promote biodiesel use in the neighborhood and city-wide.  The forum showcases the education and involvement of students, residents, and businesses in transitioning to biodiesel.  Participants learn to incorporate climate protection, specifically biodiesel, into their daily lives.  

Outcomes include: community members will be trained to process vegetable oil into biodiesel; learn the arguments for and against the use of biofuels; a Mini-Forum showcasing the work of students and others involved in April 2008.","14,989","12,295",,Southeast
4627,S07147,Small and Simple Projects Fund,2007,Georgetown P-Patch Tile,P-Patch Trust,"This project will enhance the Oxbow P-Patch's outermost raised bed with handmade tile mosaic, designed, crafted and installed by members of the Georgetown community.","7,000","9,585",,Greater Duwamish
4625,S07145,Small and Simple Projects Fund,2007,A Living Memorial to King - Concert Production,Seattle Peace Chorus,"Original music composition and Seattle performance of "" A Living Memorial to King"" at Seattle First Baptist Church on April 4 and 5, 2008.  Seattle Peace Chorus will be joined by singers from other local choirs, e.g. Urban Rhythms, The Sound of the Northwest, choirs at First African Methodist Episcopal (AME) Church, Mt. Zion Baptist Church, St. Therese Catholic Church, etc., with outreach to the diverse communities served by those choirs and faith organizations, including young people.","6,000","15,300",,Southeast
4624,S07144,Small and Simple Projects Fund,2007,Pioneer Square Lighting,Pioneer Square Community Association,"A four day winter  festival will be held in Pioneer Square during the month of December.  A variety of fun family-friendly activities are planned including ice carving, interactive arts and crafts, food and music.   Decorative lighted wreaths will be placed along First Avenue to create a festive atmosphere and light the way to Pioneer Square Park, the site of most of the activities.  The additional lighting will help from a public safety standpoint and will encourage the community to attend the event.  Outcomes:  1) Pioneer Square will be seen as a safe family-friendly location;  2) The increased lighting and festive atmosphere will incourage positive nightime activities in the area and 3) This event will foster a connection between the patrons and residents of Pioneer Square.","2,456","3,730",,Downtown
4622,S07142,Small and Simple Projects Fund,2007,Traffic Circle at 17th Ave NW and NW 67th,Groundswell Northwest,"The families would like to slow speeding traffic on their streets, which house two daycares and a school.  The intersection of these streets is extremely dangerous and the scene of many narrowly averted accidents.","6,000","8,393",,Ballard
4621,S07141,Small and Simple Projects Fund,2007,Madrona Park Creek Daylighting,Madrona Community Council,"As part of the Madrona Park Creek Daylighting Project, finish the creek connection portion between the Grand/Spring storm drain and the Lake Washington Blvd culvert.  This involves excavation work and purchasing and planting about 2,000 native plants and trees.  Outcomes include:

1) Improved fish habitat.

2) Safer and more inviting recreation space. 

3) Creation of a model restoration project to inspire others to enact similar projects in the City of Seattle and elsewhere.

4)  An example of multi-jurisdictional and agency cooperation on a project involving several City departments, as well as county and federal agencies.

5) Increased community participation in community projects.","15,000","18,257",,East
4618,O07023,Small Sparks Fund,2007,Georgetown Haunted History Tour,Unknown,Friends of Georgetown History will be presenting the third Annual Haunted History tour on October 27th.  This year the organizers will be producing a booklet describing some of the ghostly happenings that can be experienced at their more important historical sites.,250,630,,Greater Duwamish
4617,O07022,Small Sparks Fund,2007,Troll for Treats,Unknown,"Invite children, accompanied by an adult guardian to visit Fremont businesses on the afternoon of Halloween to receive treats provided by area businesses.",200,"3,400",,Lake Union
4616,O07021,Outreach,2007,Othello Neighborhood Information Night,Seattle Neighborhood Group,"The Rainier and Othello Safety Association (ROSA) is requesting funds to publicize the Othello Town Center Neighborhood Information Night which is planned for September 27, 2007, from 7:00 pm to 8:30 pm and will be held at the New Holly Gathering Hall.  This event is a historic moment in the history of development in southeast Seattle.  Co-sponsored by the New Holly Neighborhood Council, Rainier Othello Safety Association, and Othello Neighborhood Association, it is the first in a series of conversations between the community and developers who have property and projects within the area that is being re-developed as the Othello Town Center.",650,"1,200",,Southeast
4615,O07020,Outreach,2007,Othello Neighborhood Information Night,New Holly Neighborhood Council,"The New Holly Neighborhood Council is requesting funds for translation and interpretation services in six languages (Somali, Amharic, Tigrinya, Cantonese, Vietnamese, Khmer, Spanish) for the Othello Town Center Neighborhood Information Night scheduled for September 27, 2007, 7:00-8:30 PM.  Prospective Othello Town Center (intersection of Othello and Martin Luther King Way) developers around the future Othello light rail station will be invited to share their plans, hopes, and dreams with interested neighbors.  The Neighborhood Council represents over 1,200 families of more than 20 different cultures and languages; renters, home owners and those in assisted living.  This event is a wonderful opportunity for potential developers to understand and appreciate the diversity of southeast Seattle. 



Organizing Committee: The organizing committee consists of Daphne Schneider, (New Holly Neighborhood Council), Leslie Miller and Katie Pencke, (Rainier Othello Safety Assn.), and Mona Lee (Othello Neighborhood Assn.)",750,"1,200",,Southeast
4613,O07019,Small Sparks Fund,2007,Beacon Bluff Garden Gateway,Unknown,"Organizers would like to revitalize a neglected parcel next to the Beacon Bluffs P-Patch.  Neighobrs plan to remove trash, clear weeds, bring in topsoil, and plant flowers.",250,650,,Greater Duwamish
4612,O07018,Small Sparks Fund,2007,Concert in Lavizzo Park,Unknown,Community Building Concert in the Park on August 18 to promote positive usage of Lavizzo Park.  The idea for the event was a response to violence and negative activity in the area.,250,580,,Central
4611,O07017,Small Sparks Fund,2007,Night Out Pinata Party,Unknown,"The Neighbors would like to expand attendance for their Night Out Block Party on August 7 to include residents from 23rd to 27th Avenue S, from Yesler Street to Jefferson Street.",250,435,,Central
4610,O07016,Small Sparks Fund,2007,Fascinating Fun with Faxseed,Unknown,The project will bring together people interested to learn the health benefits of using faxseed and the preparation of Ethiopian food dishes.  At least two class sessions will be held at the Delridge Community Center on Fridays from 6 pm to 8 pm.,250,250,,Delridge
4608,S07137,Small and Simple Projects Fund,2007,Rainier Valley Art & Music Center,Arts In Motion,"Arts in Motion (AIM) will continue the building search for an Art & Music Center in Rainier Valley through an expanded Steering Committee, and conduct community meetings and focus groups for a Building Feasibility Study and Strategic Plan for the Center with AIM staff and Board.","10,010","5,820",,Southeast
4602,S07132,Small and Simple Projects Fund,2007,Rolland Denny Mansion Centennial,Family Federation for World Peace Unification,"A public neighborhood centennial celebration for the Rolland Denny mansion, ""Lochkelden"" is planned in recognition of Denny's life and times.  Activities include displays and presentations  from the Duwamish Tribe; historical information on the original 24 pioneers who landed at Alki Beach;  a display of the work of mansion architects, Bebb & Mendel by the American Institute of Architects; period costumes provided by the Ballard Historical Society;  tours of the mansion and  on stage entertainment.  In addition, the community willl have an opportunity to comment on plans to rebuild the carriage house and to open the property more regularly for community events.  Outcomes:  Renewed appreciation for a neighborhood historical resource; an opportunity for diverse segments of the community to work together;  neighborhood access to a piece of Seattle history;  and significant participation of youth volunteers in preparation for this event.","15,000","21,460",,Northeast
4600,S07130,Small and Simple Projects Fund,2007,Expanding the Circle,People of Color in Philanthropy Network,"Expanding the Circle is a series of two community gatherings with racial justice goals organized by People of Color in Philanthropy Network to strengthen and unite marginalized communities by understanding the unique cultures of giving and expanding the representation of people of color in philanthropy.

Outcomes: 

Two community gatherings and two panel presentations to:

1) Strengthen and unite marginalized communities by understanding the unique cultures of giving.

2) Expand POC leadership and representation in philanthropy.  

3) Influence grant-makers to expand investment in race and social justice philanthropy.","14,900","8,380",,Downtown
4595,S07125,Small and Simple Projects Fund,2007,Figgy Pudding Caroling Contest,Pike Market Senior Center,"The Figgy Pudding Street Corner Caroling Competition XXI takes place on the evening of Friday, December 7 in Downtown Seattle.  Attracting over 45 caroling teams that will promote the Pike Market Senior Center/Downtown Food Bank.  Event outcome will be raised awareness of the programs and volunteer opportunities at the Pike Market Senior Center and to raise awareness of the need to support local food banks.","15,000","88,000",,Downtown
4591,S07122,Small and Simple Projects Fund,2007,Eat Local for Thanksgiving,Cascade Harvest Coalition,"We will promote consumption of locally-grown foods for Thanksgiving 2007 through a fun and high-profile campaign that illustrates how food systems and choices affect our health, communities, farmland and climate change.  Funds will be used for the  production of outreach materials to get people involved in the campaign.  Outcomes: a) education of neighbors regarding eating locally,

b) Poster on eating locally,

c) improved partnerships with community groups and businesses both urban and rural.","15,000","34,025",,Citywide
4584,S07119,Small and Simple Projects Fund,2007,Building Skills for Building Community,International District Housing Alliance,"The International District Housing Alliance will implement a resident-initiated leadership and life skills development trainings.  This program will serve to build confidence and strengthen the choices of low-income immigrants and increase access to information.  Residents will engage with broader communities resulting in cross-cultural communication.

Outcomes include:

Creating and conducting a tailored computer literacy program and increasing access to technology to a minimum of 20 residents of Yesler Terrace and 15 residents from Rainier Vista will have skills needed to use word processing software and web browsers.

Project will develop English language speaking skills to a basic conversation level for 20 residents of Yesler Terrace and 15 residents from Rainier Vista.

Twelve community volunteers will gain skills to Teach English as a Second Language during the program.","13,635","6,828",,Delridge
4581,S07116,Small and Simple Projects Fund,2007,Bringing the Children back into International Children's Park,Friends of International Children's Park,Bringing the Children back into International Children's Park is a collaborative effort between multiple community stakeholders (named the Friends of International Children's Park) to design improvements to International Children's Park.  The outcome of the park improvements will help engage community members to improve park usage and dispel suspicious activities.,"15,000","33,433",,Downtown
4577,S07114,Small and Simple Projects Fund,2007,John Muir Playground Improvement Master Plan,John Muir Elementary PTSA,"John Muir Elementary is in a residential neighborhood.  The school's large backyard is the immediate neighborhood's largest piece of open public space.  The current primary users are the school's 300+ students during school times, the 40+ children in the before/after school and vacation program operated by Camp Fire, students in enrichment physical activity programs, and neighborhood families after school, weekends and vacations.  This project would develop a plan for this large open space that upgrades the space for all of its primary users and creates opportunities to expand the users and uses of the space.","15,000","7,500",,Southeast
4576,S07113,Small and Simple Projects Fund,2007,Educational Resource Street Fair,People's Family Life Center,"The Educational Resource Street Fair provides a venue to bring an ethnically diverse community together to connect, collaborate, and raise awareness to local needs while educating and equipping children, teens and low-wage families with tools needed to build healthy neighborhoods and community.  We propose to introduce climate protection information, methodologies, technologies, and implement a small test of change within the community to educate and encourage energy conservation.  Outcomes: a) network created of community of advocates for global warming solutions,

b) promotion to reduce emissions with Bike Ride, 

c) education:  the ERSF annual report will summarize the process and outcomes.","15,000","7,500",,Central
4575,S07112,Small and Simple Projects Fund,2007,Greater Seattle Climate Dialogues,Greater Seattle Climate Dialogues,"We are creating a network of study groups throughout the city where people can learn about and discuss global warming and solutions, and we're doing extensive outreach to invite the whole community to participate.  These groups will support people in engaging the issue and taking action.  Outcomes: creation of network of small groups engages in their community; website and other communications to give these groups visibility; increase number of community members taking action around climate change; Study Guide available free to the public; written commitments to reduce greenhouse gas emissions on part of Dialogue participants; publicly available results of Dialogues process.","15,000","33,075",,Citywide
4574,S07111,Small and Simple Projects Fund,2007,Duwamish Multi-Modal Advisory Coalition,Duwamish Multi-Modal Advisory Coalition,"The Duwamish industrial area is experiencing an increasing mix of pedestrian, vehicle and freight traffic - sometimes resulting in injuries.  Other city streets do not share the special relationship with freight traffic (truck/train) that the Duwamish does.  A coalition of multi-modal experts, along with neighborhood and businesses, is greatly needed.

Outcomes include: 

Report on the visioning and recommendations to SDOT and the larger community and provide input into project mitigation planning for each project affecting the Duwamish corridors.

Three Public meetings that will include participation by mode specialists (freight, bike/pedestrian),  to develop a vision and planning of the Duwamish corridor.","15,000","8,436",,Greater Duwamish
4573,S07110,Small and Simple Projects Fund,2007,Students for a Better Hike,Student Conservation Association,"The Students Conservation Association group will organize three work parties to refurbish a part of a bend in the Lower Loop Trail of Camp Long that was damaged after the last winter storm and that has created a dangerous hole next to the trail.

Outcomes:

A steering committee to oversee the project will be organized.

Three work parties will be organized to work on the trail. 

A stump will be removed, fill in the hole, widen the trail, and gravel along a 75 foot-long stretch of the trail.

A 75 foot section of the Lower Loop Trail will be leveled and completely graveled.  There will be three water bars strategically in place to protect the trail from future damage.",859,"6,450",,Southwest
4570,S07107,Small and Simple Projects Fund,2007,Northgate Elementary Enhancement Project,Northgate Elementary School PTA,"A community gathering space will be developed at Northgate Elementary.  Improvements include:  a new play structure, border, ADA ramp and resilient surfacing; new plants and landscaping; benches; bright paintings on retaining walls, fencing, doors and trim; resurfacing and striping parking and play areas; and new playground gamelines.  These improvements, especially the new landscaping and benches, will be an enhancement to the neighborhood.  Outcomes:  Creation of a  great community gathering space; participation of children and young adults in the design and implementation of the project; renewed community interest and support for a school that serves a diverse student population; great partnership between public and private entities.","15,000","57,470",,North
4568,S07105,Small and Simple Projects Fund,2007,Seattle Tilth Teaching Garden Improvements - Community Planning Process,"Seattle Tilth Association, Inc.","Seattle Tilth seeks support to embark on a community planning process to improve and enhance the teaching function of the 1978 Urban Agriculture Center and the 1988 Children's Garden.  The outcome of the project is that each year, thousands of children and adults will learn about garden ecology and growing food in these valued neighborhood settings.","15,000","25,848",,Lake Union
4567,S07104,Small and Simple Projects Fund,2007,"Olympic View Playground Revival, Phase 2",Olympic View Elementary PTSA,"Phase 2 of the community playground revitalization at Olympic View Elementary School includes, the expansion of the play area footprint,  replacement of outdated play equipment that no longer meets current safety standards, and the installation of a seating area.  The changes will result in a community gathering space that will actively engage children of all ages.  Outcomes:  1) Enhancement of the playground as a community gathering space.  2) Opportunity for more children to safely engage in active play at one time.  3) Involvement of older children in creative play opportunities.","15,000","60,290",,North
4564,S07101,Small and Simple Projects Fund,2007,History of Jazz in the Central Area,Central Area Senior Center,"Central Area Senior Center is mounting an exhibit of archival photos October 14 - December 31, 2007, depicting the history of jazz in the Central Area of Seattle.  The exhibit opens on October 14, when the community will be invited to hear Paul DeBarros speak about his book on jazz history and Garfield High School students will perform.  Students throughout Seattle will be invited to come and view the photos during the run of the exhibit.","1,700","1,660",,Central
4563,S07100,Small and Simple Projects Fund,2007,Wallingford Banner Project,Wallingford Chamber of Commerce,"This project will beautify the streetscape along Wallingford's 45th St by designing and installing 45 banners.  The community will be involved in determining a theme for the banners, selecting the final designs submitted by 60 youth from the local schools/clubs, and assisting with the youth art development workshops.","15,000","19,604",,Lake Union
